Accident_ID,Junction_ID,Junction_Name,City,State,Year,Accident_Severity,Fatalities,Injuries,Weather_Conditions,Road_Type,Vehicle_Types_Involved
ACC-200561,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2020,Serious,0,3,Clear,Urban Intersection,Car & Truck
ACC-200562,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2018,Serious,0,3,Clear,Roundabout,Car & Car
ACC-200563,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2018,Fatal,3,0,Clear,Flyover Exit,Auto-rickshaw & Bus
ACC-200564,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2022,Serious,0,3,Clear,4-Lane Highway Merge,Motorcycle & Car
ACC-200565,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2021,Minor,0,1,Clear,Flyover Exit,Car & Truck
ACC-200566,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2021,Serious,0,3,Clear,Roundabout,Motorcycle & Car
ACC-200567,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2021,Serious,0,3,Clear,Urban Intersection,Auto-rickshaw & Bus
ACC-200568,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2018,Minor,0,1,Clear,4-Lane Highway Merge,Motorcycle & Bus
ACC-200569,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2022,Fatal,1,0,Clear,4-Lane Highway Merge,Motorcycle & Car
ACC-200570,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2022,Minor,0,0,Clear,4-Lane Highway Merge,Motorcycle & Bus
ACC-200571,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2021,Serious,0,2,Clear,4-Lane Highway Merge,Pedestrian & Motorcycle
ACC-200572,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2021,Minor,0,0,Clear,Flyover Exit,Pedestrian & Motorcycle
ACC-200573,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2019,Serious,0,2,Monsoon Pour,4-Lane Highway Merge,Motorcycle & Bus
ACC-200574,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2018,Fatal,1,2,Clear,4-Lane Highway Merge,Car & Car
ACC-200575,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2018,Serious,0,3,Clear,Roundabout,Car & Car
ACC-200576,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2022,Serious,0,2,Clear,Flyover Exit,Pedestrian & Motorcycle
ACC-200577,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2022,Minor,0,1,Heavy Rain,Urban Intersection,Car & Car
ACC-200578,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2023,Fatal,3,1,Fog / Mist,Urban Intersection,Motorcycle & Car
ACC-200579,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2020,Serious,0,1,Clear,Roundabout,Car & Car
ACC-200580,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2023,Serious,0,2,Clear,Flyover Exit,Car & Truck
ACC-200581,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2018,Serious,0,3,Heavy Rain,Flyover Exit,Motorcycle & Car
ACC-200582,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2019,Serious,0,1,Fog / Mist,Urban Intersection,Pedestrian & Motorcycle
ACC-200583,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2022,Minor,0,0,Clear,4-Lane Highway Merge,Motorcycle & Car
ACC-200584,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2022,Serious,0,1,Heavy Rain,Urban Intersection,Motorcycle & Bus
ACC-200585,JNC-PNQ-007,Chandani Chowk Junction,Pune,Maharashtra,2018,Fatal,1,2,Clear,4-Lane Highway Merge,Car & Truck
ACC-200586,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2022,Serious,0,2,Clear,4-Lane Highway Merge,Car & Car
ACC-200587,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2018,Serious,0,2,Fog / Mist,Roundabout,Auto-rickshaw & Bus
ACC-200588,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2018,Serious,0,1,Clear,Urban Intersection,Motorcycle & Bus
ACC-200589,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2020,Fatal,2,0,Fog / Mist,Roundabout,Motorcycle & Car
ACC-200590,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2023,Serious,0,3,Clear,Flyover Exit,Auto-rickshaw & Bus
ACC-200591,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2018,Fatal,2,4,Fog / Mist,Roundabout,Auto-rickshaw & Bus
ACC-200592,JNC-PNQ-007,Chandani Chowk Junction,Pune,Maharashtra,2020,Fatal,3,2,Clear,Urban Intersection,Car & Truck
ACC-200593,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2021,Serious,0,3,Heavy Rain,Roundabout,Car & Truck
ACC-200594,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2019,Serious,0,1,Clear,Roundabout,Auto-rickshaw & Bus
ACC-200595,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2018,Serious,0,1,Heavy Rain,4-Lane Highway Merge,Pedestrian & Motorcycle
ACC-200596,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2019,Minor,0,0,Heavy Rain,Flyover Exit,Auto-rickshaw & Bus
ACC-200597,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2021,Fatal,2,4,Clear,Flyover Exit,Car & Truck
ACC-200598,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2019,Minor,0,0,Clear,Urban Intersection,Motorcycle & Car
ACC-200599,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2022,Minor,0,1,Clear,Flyover Exit,Car & Truck
ACC-200600,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2022,Fatal,2,3,Heavy Rain,Roundabout,Motorcycle & Bus
ACC-200601,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2019,Serious,0,2,Clear,Urban Intersection,Motorcycle & Bus
ACC-200602,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2023,Serious,0,3,Monsoon Pour,Urban Intersection,Pedestrian & Motorcycle
ACC-200603,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2022,Minor,0,0,Heavy Rain,4-Lane Highway Merge,Car & Truck
ACC-200604,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2023,Fatal,1,3,Clear,Roundabout,Car & Car
ACC-200605,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2019,Minor,0,1,Clear,Flyover Exit,Motorcycle & Bus
ACC-200606,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2023,Fatal,1,2,Fog / Mist,Flyover Exit,Car & Car
ACC-200607,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2023,Serious,0,2,Fog / Mist,Flyover Exit,Pedestrian & Motorcycle
ACC-200608,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2022,Minor,0,1,Heavy Rain,4-Lane Highway Merge,Car & Car
ACC-200609,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2023,Fatal,3,4,Heavy Rain,Flyover Exit,Pedestrian & Motorcycle
ACC-200610,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2022,Serious,0,3,Clear,4-Lane Highway Merge,Pedestrian & Motorcycle
ACC-200611,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2021,Minor,0,0,Heavy Rain,Roundabout,Car & Car
ACC-200612,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2022,Serious,0,2,Clear,Flyover Exit,Motorcycle & Car
ACC-200613,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2021,Fatal,3,2,Clear,Roundabout,Pedestrian & Motorcycle
ACC-200614,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2019,Serious,0,1,Heavy Rain,Roundabout,Car & Truck
ACC-200615,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2022,Serious,0,3,Fog / Mist,Roundabout,Car & Car
ACC-200616,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2021,Serious,0,3,Clear,4-Lane Highway Merge,Auto-rickshaw & Bus
ACC-200617,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2023,Minor,0,1,Monsoon Pour,Urban Intersection,Car & Truck
ACC-200618,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2022,Minor,0,0,Fog / Mist,Flyover Exit,Car & Truck
ACC-200619,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2022,Fatal,3,0,Heavy Rain,Urban Intersection,Car & Car
ACC-200620,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2021,Serious,0,2,Clear,Roundabout,Motorcycle & Bus
ACC-200621,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2023,Fatal,2,0,Heavy Rain,Roundabout,Auto-rickshaw & Bus
ACC-200622,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2021,Minor,0,0,Heavy Rain,Urban Intersection,Car & Car
ACC-200623,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2019,Serious,0,2,Heavy Rain,Urban Intersection,Motorcycle & Car
ACC-200624,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2021,Serious,0,2,Heavy Rain,4-Lane Highway Merge,Motorcycle & Car
ACC-200625,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2021,Minor,0,1,Heavy Rain,Roundabout,Pedestrian & Motorcycle
ACC-200626,JNC-PNQ-007,Chandani Chowk Junction,Pune,Maharashtra,2020,Minor,0,1,Fog / Mist,4-Lane Highway Merge,Car & Truck
ACC-200627,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2022,Minor,0,0,Heavy Rain,4-Lane Highway Merge,Pedestrian & Motorcycle
ACC-200628,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2021,Serious,0,1,Monsoon Pour,4-Lane Highway Merge,Motorcycle & Bus
ACC-200629,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2023,Serious,0,2,Clear,Urban Intersection,Auto-rickshaw & Bus
ACC-200630,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2020,Serious,0,2,Monsoon Pour,Flyover Exit,Auto-rickshaw & Bus
ACC-200631,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2021,Minor,0,1,Clear,Flyover Exit,Auto-rickshaw & Bus
ACC-200632,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2020,Serious,0,1,Clear,Flyover Exit,Motorcycle & Car
ACC-200633,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2018,Serious,0,1,Clear,4-Lane Highway Merge,Motorcycle & Car
ACC-200634,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2019,Serious,0,3,Monsoon Pour,Flyover Exit,Car & Car
ACC-200635,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2020,Serious,0,2,Clear,Urban Intersection,Motorcycle & Car
ACC-200636,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2023,Serious,0,2,Fog / Mist,4-Lane Highway Merge,Motorcycle & Car
ACC-200637,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2019,Serious,0,2,Clear,4-Lane Highway Merge,Motorcycle & Bus
ACC-200638,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2020,Minor,0,0,Fog / Mist,Roundabout,Pedestrian & Motorcycle
ACC-200639,JNC-PNQ-007,Chandani Chowk Junction,Pune,Maharashtra,2018,Minor,0,1,Clear,Urban Intersection,Pedestrian & Motorcycle
ACC-200640,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2021,Serious,0,3,Heavy Rain,4-Lane Highway Merge,Car & Truck
ACC-200641,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2021,Serious,0,2,Fog / Mist,4-Lane Highway Merge,Motorcycle & Bus
ACC-200642,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2023,Serious,0,1,Clear,Urban Intersection,Car & Car
ACC-200643,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2018,Minor,0,0,Clear,Urban Intersection,Auto-rickshaw & Bus
ACC-200644,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2020,Fatal,1,1,Fog / Mist,Flyover Exit,Pedestrian & Motorcycle
ACC-200645,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2023,Fatal,2,2,Monsoon Pour,Flyover Exit,Car & Truck
ACC-200646,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2020,Minor,0,0,Clear,Flyover Exit,Motorcycle & Bus
ACC-200647,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2023,Serious,0,3,Heavy Rain,Flyover Exit,Pedestrian & Motorcycle
ACC-200648,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2019,Minor,0,1,Clear,4-Lane Highway Merge,Car & Car
ACC-200649,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2018,Serious,0,1,Clear,Flyover Exit,Motorcycle & Car
ACC-200650,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2023,Serious,0,3,Clear,Roundabout,Pedestrian & Motorcycle
ACC-200651,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2018,Minor,0,0,Clear,Urban Intersection,Car & Car
ACC-200652,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2018,Minor,0,0,Heavy Rain,4-Lane Highway Merge,Car & Car
ACC-200653,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2022,Minor,0,1,Clear,Roundabout,Motorcycle & Bus
ACC-200654,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2021,Minor,0,1,Clear,Roundabout,Pedestrian & Motorcycle
ACC-200655,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2021,Serious,0,1,Clear,Urban Intersection,Motorcycle & Bus
ACC-200656,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2020,Serious,0,1,Clear,Flyover Exit,Motorcycle & Bus
ACC-200657,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2018,Serious,0,3,Clear,4-Lane Highway Merge,Car & Truck
ACC-200658,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2023,Fatal,3,2,Heavy Rain,4-Lane Highway Merge,Motorcycle & Car
ACC-200659,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2022,Minor,0,1,Clear,Urban Intersection,Car & Car
ACC-200660,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2020,Serious,0,1,Clear,Roundabout,Car & Truck
ACC-200661,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2022,Minor,0,0,Clear,Roundabout,Auto-rickshaw & Bus
ACC-200662,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2023,Minor,0,1,Clear,Urban Intersection,Pedestrian & Motorcycle
ACC-200663,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2021,Serious,0,1,Clear,Urban Intersection,Pedestrian & Motorcycle
ACC-200664,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2018,Minor,0,0,Clear,Roundabout,Motorcycle & Car
ACC-200665,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2023,Fatal,3,3,Clear,Urban Intersection,Motorcycle & Bus
ACC-200666,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2019,Minor,0,1,Clear,Roundabout,Auto-rickshaw & Bus
ACC-200667,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2023,Serious,0,3,Clear,Urban Intersection,Car & Car
ACC-200668,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2018,Minor,0,1,Clear,Roundabout,Car & Truck
ACC-200669,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2020,Minor,0,1,Heavy Rain,Roundabout,Auto-rickshaw & Bus
ACC-200670,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2021,Serious,0,2,Fog / Mist,Urban Intersection,Auto-rickshaw & Bus
ACC-200671,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2021,Serious,0,3,Clear,Urban Intersection,Motorcycle & Bus
ACC-200672,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2020,Serious,0,1,Fog / Mist,Flyover Exit,Car & Car
ACC-200673,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2022,Serious,0,2,Heavy Rain,Urban Intersection,Motorcycle & Car
ACC-200674,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2023,Serious,0,1,Clear,Urban Intersection,Motorcycle & Bus
ACC-200675,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2021,Minor,0,1,Heavy Rain,4-Lane Highway Merge,Auto-rickshaw & Bus
ACC-200676,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2020,Serious,0,2,Clear,4-Lane Highway Merge,Car & Truck
ACC-200677,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2022,Fatal,1,4,Clear,4-Lane Highway Merge,Car & Car
ACC-200678,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2018,Minor,0,1,Heavy Rain,Flyover Exit,Car & Truck
ACC-200679,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2021,Serious,0,3,Clear,Roundabout,Pedestrian & Motorcycle
ACC-200680,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2021,Minor,0,0,Clear,Urban Intersection,Pedestrian & Motorcycle
ACC-200681,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2019,Fatal,1,3,Clear,Urban Intersection,Pedestrian & Motorcycle
ACC-200682,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2018,Fatal,2,1,Fog / Mist,4-Lane Highway Merge,Car & Car
ACC-200683,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2022,Minor,0,1,Fog / Mist,4-Lane Highway Merge,Car & Car
ACC-200684,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2018,Minor,0,1,Clear,Urban Intersection,Car & Truck
ACC-200685,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2022,Serious,0,1,Clear,4-Lane Highway Merge,Pedestrian & Motorcycle
ACC-200686,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2021,Fatal,2,1,Heavy Rain,4-Lane Highway Merge,Motorcycle & Car
ACC-200687,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2022,Serious,0,2,Clear,Flyover Exit,Motorcycle & Car
ACC-200688,JNC-PNQ-007,Chandani Chowk Junction,Pune,Maharashtra,2018,Minor,0,1,Clear,Flyover Exit,Auto-rickshaw & Bus
ACC-200689,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2020,Minor,0,0,Heavy Rain,4-Lane Highway Merge,Car & Truck
ACC-200690,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2021,Minor,0,1,Fog / Mist,Flyover Exit,Pedestrian & Motorcycle
ACC-200691,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2020,Minor,0,0,Clear,4-Lane Highway Merge,Car & Car
ACC-200692,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2023,Serious,0,3,Clear,Flyover Exit,Car & Truck
ACC-200693,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2023,Fatal,2,3,Clear,Urban Intersection,Car & Truck
ACC-200694,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2020,Serious,0,3,Clear,Flyover Exit,Auto-rickshaw & Bus
ACC-200695,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2019,Serious,0,3,Clear,Urban Intersection,Motorcycle & Car
ACC-200696,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2022,Serious,0,2,Fog / Mist,4-Lane Highway Merge,Pedestrian & Motorcycle
ACC-200697,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2019,Serious,0,1,Fog / Mist,Flyover Exit,Motorcycle & Car
ACC-200698,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2019,Serious,0,1,Fog / Mist,Urban Intersection,Car & Truck
ACC-200699,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2019,Fatal,1,3,Clear,4-Lane Highway Merge,Motorcycle & Bus
ACC-200700,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2023,Minor,0,0,Monsoon Pour,Flyover Exit,Car & Car
ACC-200701,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2020,Serious,0,2,Clear,Flyover Exit,Auto-rickshaw & Bus
ACC-200702,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2018,Serious,0,3,Monsoon Pour,Roundabout,Motorcycle & Car
ACC-200703,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2022,Serious,0,3,Clear,Flyover Exit,Motorcycle & Car
ACC-200704,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2018,Minor,0,1,Clear,Urban Intersection,Car & Car
ACC-200705,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2018,Fatal,3,3,Clear,Urban Intersection,Car & Truck
ACC-200706,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2022,Minor,0,0,Clear,4-Lane Highway Merge,Car & Car
ACC-200707,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2021,Fatal,2,2,Clear,4-Lane Highway Merge,Car & Truck
ACC-200708,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2022,Minor,0,1,Clear,Flyover Exit,Car & Truck
ACC-200709,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2019,Serious,0,1,Heavy Rain,Urban Intersection,Motorcycle & Car
ACC-200710,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2020,Minor,0,0,Heavy Rain,Roundabout,Car & Car
ACC-200711,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2021,Serious,0,2,Clear,Roundabout,Pedestrian & Motorcycle
ACC-200712,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2021,Minor,0,0,Clear,Flyover Exit,Auto-rickshaw & Bus
ACC-200713,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2021,Serious,0,3,Clear,Urban Intersection,Pedestrian & Motorcycle
ACC-200714,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2022,Serious,0,3,Clear,Roundabout,Car & Car
ACC-200715,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2022,Serious,0,1,Heavy Rain,Flyover Exit,Pedestrian & Motorcycle
ACC-200716,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2023,Serious,0,2,Clear,Flyover Exit,Motorcycle & Car
ACC-200717,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2021,Serious,0,3,Heavy Rain,4-Lane Highway Merge,Car & Truck
ACC-200718,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2022,Serious,0,3,Clear,Roundabout,Car & Truck
ACC-200719,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2023,Minor,0,0,Fog / Mist,4-Lane Highway Merge,Auto-rickshaw & Bus
ACC-200720,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2022,Fatal,2,2,Clear,Urban Intersection,Auto-rickshaw & Bus
ACC-200721,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2019,Fatal,1,1,Clear,Flyover Exit,Car & Truck
ACC-200722,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2020,Serious,0,1,Heavy Rain,Roundabout,Pedestrian & Motorcycle
ACC-200723,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2020,Serious,0,2,Heavy Rain,Flyover Exit,Motorcycle & Bus
ACC-200724,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2023,Fatal,3,2,Clear,Roundabout,Pedestrian & Motorcycle
ACC-200725,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2019,Serious,0,3,Clear,Roundabout,Auto-rickshaw & Bus
ACC-200726,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2021,Minor,0,0,Clear,Flyover Exit,Auto-rickshaw & Bus
ACC-200727,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2019,Serious,0,2,Heavy Rain,4-Lane Highway Merge,Car & Truck
ACC-200728,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2019,Minor,0,1,Heavy Rain,Flyover Exit,Motorcycle & Car
ACC-200729,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2023,Serious,0,1,Clear,Urban Intersection,Auto-rickshaw & Bus
ACC-200730,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2018,Serious,0,1,Heavy Rain,Roundabout,Pedestrian & Motorcycle
ACC-200731,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2022,Serious,0,2,Clear,4-Lane Highway Merge,Motorcycle & Car
ACC-200732,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2018,Minor,0,1,Clear,Urban Intersection,Motorcycle & Bus
ACC-200733,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2018,Serious,0,3,Heavy Rain,4-Lane Highway Merge,Car & Truck
ACC-200734,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2023,Serious,0,3,Fog / Mist,Urban Intersection,Pedestrian & Motorcycle
ACC-200735,JNC-HYD-005,Panjagutta Junction,Hyderabad,Telangana,2022,Serious,0,1,Clear,4-Lane Highway Merge,Motorcycle & Car
ACC-200736,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2022,Serious,0,2,Fog / Mist,Urban Intersection,Auto-rickshaw & Bus
ACC-200737,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2023,Minor,0,1,Heavy Rain,Roundabout,Pedestrian & Motorcycle
ACC-200738,JNC-BLR-006,Goraguntepalya Junction,Bengaluru,Karnataka,2018,Serious,0,1,Heavy Rain,Urban Intersection,Car & Car
ACC-200739,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2022,Serious,0,3,Monsoon Pour,4-Lane Highway Merge,Car & Truck
ACC-200740,JNC-MUM-003,Dadar TT Circle,Mumbai,Maharashtra,2023,Minor,0,1,Fog / Mist,Roundabout,Car & Car
ACC-200741,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2023,Fatal,1,0,Clear,Flyover Exit,Motorcycle & Car
ACC-200742,JNC-DEL-002,ITO Crossing,New Delhi,Delhi,2020,Serious,0,3,Clear,Roundabout,Motorcycle & Bus
ACC-200743,JNC-BLR-001,Silk Board Junction,Bengaluru,Karnataka,2020,Serious,0,3,Clear,Urban Intersection,Pedestrian & Motorcycle
ACC-200744,JNC-PNQ-007,Chandani Chowk Junction,Pune,Maharashtra,2020,Minor,0,0,Clear,4-Lane Highway Merge,Car & Car
ACC-200745,JNC-MAA-004,Kathipara Junction,Chennai,Tamil Nadu,2022,Serious,0,1,Clear,4-Lane Highway Merge,Auto-rickshaw & Bus
